actual,proposed
-1.7838815450668335,-1.134962558746338
-1.7858275175094604,-1.1360329389572144
-1.7858275175094604,-1.1361953020095825
-1.6878020763397217,-1.1378730535507202
-1.6878020763397217,-1.0757386684417725
-1.6953034400939941,-1.0726319551467896
-1.6953034400939941,-1.0785019397735596
-1.7017688751220703,-1.0829002857208252
-1.7067815065383911,-1.0829100608825684
-1.7067815065383911,-1.0859298706054688
-1.659228801727295,-1.0860809087753296
-1.6543700695037842,-1.0559370517730713
-1.6567994356155396,-1.0513108968734741
-1.5897799730300903,-1.016318440437317
-1.5943881273269653,-1.012098789215088
-1.5375133752822876,-1.0146653652191162
-1.5375133752822876,-0.9805060029029846
-1.5397193431854248,-0.9800426959991455
-1.5419251918792725,-0.9814350008964539
-1.571459412574768,-0.9979627728462219
-1.575942873954773,-0.9796890020370483
-1.5636446475982666,-0.9850823879241943
-1.5658377408981323,-0.9965890049934387
-1.568030834197998,-0.9966793060302734
-1.5746099948883057,-0.9980059862136841
-1.529062032699585,-0.9980723261833191
-1.531188726425171,-0.9980756044387817
-1.5333154201507568,-0.9758629202842712
-1.492627739906311,-0.9760345816612244
-1.4574819803237915,-0.9490233063697815
-1.4634634256362915,-0.9317423701286316
-1.4674512147903442,-0.9341065883636475
-1.4620054960250854,-0.9342247843742371
-1.4620054960250854,-0.930945873260498
-1.4639917612075806,-0.9319800734519958
-1.4639917612075806,-0.9320317506790161
-1.4639917612075806,-0.9320343136787415
-1.4636582136154175,-0.9320344924926758
-1.4636582136154175,-0.9318332672119141
-1.4636582136154175,-0.931823194026947
-1.4631414413452148,-0.9330206513404846
-1.4631414413452148,-0.9314983487129211
-1.467106580734253,-0.9338865876197815
-1.4710718393325806,-0.9340059757232666
-1.4710718393325806,-0.9365236163139343
-1.4710718393325806,-0.9365296363830566
-1.4892433881759644,-0.9474902153015137
-1.4972501993179321,-0.9480382800102234
-1.5563018321990967,-0.9528946876525879
-1.5563018321990967,-0.9905381798744202
-1.5604521036148071,-0.9931299090385437
-1.5687522888183594,-0.9932594895362854
-1.5729024410247803,-1.0010223388671875
-1.673888921737671,-1.0620274543762207
-1.6760884523391724,-1.0652306079864502
-1.6804876327514648,-1.0652309656143188
-1.7268791198730469,-1.0692064762115479
-1.7381511926651,-1.1002564430236816
-1.7381511926651,-1.1056909561157227
-1.7639507055282593,-1.1215122938156128
-1.7707875967025757,-1.122289776802063
-1.8298109769821167,-1.1264452934265137
-1.8716977834701538,-1.1640607118606567
-1.8764303922653198,-1.1892719268798828
-1.8787964582443237,-1.1950905323028564
-1.8882615566253662,-1.1950945854187012
-1.8786808252334595,-1.1950948238372803
-1.8786808252334595,-1.1950217485427856
-1.8833832740783691,-1.1978508234024048
-1.935203194618225,-1.2008286714553833
-1.937610149383545,-1.2307370901107788
-1.9990367889404297,-1.269270658493042
-2.0064773559570312,-1.2711175680160522
-2.0064773559570312,-1.2756826877593994
-2.0213584899902344,-1.2853385210037231
-2.1553773880004883,-1.2853385210037231
-2.209376811981201,-1.3706016540527344
-2.2173337936401367,-1.4085824489593506
-2.2210397720336914,-1.4092035293579102
-2.2289814949035645,-1.4165810346603394
-2.2644221782684326,-1.4389742612838745
-2.2751667499542236,-1.4786348342895508
-2.341489791870117,-1.4876102209091187
-2.4907758235931396,-1.5770673751831055
-2.5052571296691895,-1.5906059741973877
-2.626210927963257,-1.6632665395736694
-2.6322762966156006,-1.6706931591033936
-2.7286407947540283,-1.7284749746322632
-2.738039016723633,-1.7369778156280518
-2.744304656982422,-1.7374029159545898
-2.9568023681640625,-1.8681329488754272
-2.9568023681640625,-1.8744813203811646
-2.9635300636291504,-1.8747987747192383
-2.9668939113616943,-1.8788237571716309
-3.203495979309082,-1.881029486656189
-3.221656322479248,-1.8811453580856323
-3.5215847492218018,-2.0327374935150146
-3.5215847492218018,-2.2279391288757324
-3.533468246459961,-2.235232353210449
-3.7623298168182373,-2.3773908615112305
-3.7917230129241943,-2.3876395225524902
-3.812718152999878,-2.4083633422851562
-3.812718152999878,-2.4090023040771484
-4.150678634643555,-2.6177971363067627
-4.155239582061768,-2.6209957599639893
-4.16436243057251,-2.626483678817749
-4.542218208312988,-2.626758098602295
-4.547176361083984,-2.847827911376953
-4.547176361083984,-2.8588814735412598
-4.547176361083984,-2.862326145172119
-4.547176361083984,-2.8624982833862305
-4.780495643615723,-3.0054736137390137
-5.176416397094727,-3.0054738521575928
-5.597583293914795,-3.234701156616211
-5.603595733642578,-3.5008630752563477
-5.9193501472473145,-3.5049376487731934
-5.925680637359619,-3.698336124420166
-5.938342571258545,-3.706125497817993
-6.271624565124512,-3.8799521923065186
-6.291491985321045,-3.9048423767089844
-6.3113603591918945,-3.9272620677948
-6.529360771179199,-3.928439140319824
-6.556680679321289,-4.066412925720215
-6.577169895172119,-4.0733113288879395
-6.594151496887207,-4.085145473480225
-6.594151496887207,-4.095255374908447
-6.62828254699707,-4.095760822296143
-6.62828254699707,-4.114905834197998
-6.655587196350098,-4.115862846374512
-6.853907108306885,-4.131196022033691
-6.881938934326172,-4.24826717376709
-6.909971714019775,-4.281371116638184
-7.2275166511535645,-4.355638027191162
-7.2275166511535645,-4.461116313934326
-7.2275166511535645,-4.466390609741211
-7.26401948928833,-4.48681116104126
-7.51625919342041,-4.633508205413818
-7.569084644317627,-4.633857727050781
-7.599270343780518,-4.662812232971191
-7.8875041007995605,-4.664259910583496
-7.903123378753662,-4.8379316329956055
-7.942170143127441,-4.855973243713379
-7.942170143127441,-4.878289222717285
-8.135557174682617,-4.878292083740234
-8.135557174682617,-4.982870578765869
-8.159439086914062,-5.001250743865967
-8.245620727539062,-5.048295497894287
-8.261600494384766,-5.050647735595703
-8.285571098327637,-5.059357166290283
-8.322120666503906,-5.072694778442383
-8.322120666503906,-5.092964172363281
-8.361977577209473,-5.093977928161621
-8.369948387145996,-5.115406036376953
-8.369948387145996,-5.1207499504089355
-8.518592834472656,-5.1210174560546875
-8.346705436706543,-5.200533390045166
-8.161248207092285,-5.112545490264893
-8.176474571228027,-5.1081461906433105
-8.184087753295898,-5.0116047859191895
-7.889334678649902,-4.8439483642578125
-7.537343978881836,-4.635525703430176
-7.546419143676758,-4.650983810424805
-7.546419143676758,-4.651270866394043
-7.270925998687744,-4.518611431121826
-7.270925998687744,-4.493218898773193
-7.279468059539795,-4.496659755706787
-7.279468059539795,-4.496831893920898
-7.2031025886535645,-4.452475070953369
-7.133339881896973,-4.41390323638916
-7.123223304748535,-4.411974906921387
-7.123223304748535,-4.406279563903809
-6.982618808746338,-4.323930740356445
-7.010501384735107,-4.323920726776123
-7.078670978546143,-4.377203941345215
-7.094820499420166,-4.3889546394348145
-7.070035934448242,-4.375007152557373
-7.070035934448242,-4.374972820281982
-7.070035934448242,-4.37497091293335
-6.843318462371826,-4.37497091293335
-6.843318462371826,-4.248981952667236
-6.7373046875,-4.23853874206543
-6.7548508644104,-4.190040111541748
-6.510745525360107,-4.053732872009277
-6.510745525360107,-4.046900272369385
-6.210168838500977,-4.043368339538574
-6.189877033233643,-3.877060651779175
-6.184776782989502,-3.8532073497772217
-5.889457702636719,-3.8531978130340576
-5.889457702636719,-3.676884412765503
-5.894432544708252,-3.6796939373016357
-5.671072006225586,-3.6798343658447266
-5.666507720947266,-3.5434987545013428
-5.666507720947266,-3.5430498123168945
-5.37553596496582,-3.543027400970459
-5.37553596496582,-3.3762450218200684
-5.371252059936523,-3.367905855178833
-5.37553596496582,-3.367344856262207
-5.36265754699707,-3.3674609661102295
-5.36265754699707,-3.360063314437866
-4.9092841148376465,-3.0979249477386475
-4.900184154510498,-3.0795609951019287
-4.895634651184082,-3.0786428451538086
-4.494040012359619,-2.8421754837036133
-4.494040012359619,-2.830486297607422
-4.086611270904541,-2.5907816886901855
-4.086611270904541,-2.5793278217315674
-4.086611270904541,-2.5787250995635986
-3.757972002029419,-2.5787250995635986
-3.7544729709625244,-2.3734841346740723
-3.3019332885742188,-2.372897148132324
-3.3019332885742188,-2.1050004959106445
-3.2957732677459717,-2.0872790813446045
-2.8973610401153564,-2.0870518684387207
-2.891930103302002,-1.8341165781021118
-2.6252553462982178,-1.674856185913086
-2.6227903366088867,-1.665419578552246
-2.627720355987549,-1.4848175048828125
-2.031863212585449,-1.4756569862365723
-1.5142844915390015,-3.215141773223877
-1.4855775833129883,-2.859076976776123
-1.4855775833129883,-2.3631417751312256
-1.0410583019256592,-2.0221126079559326
-1.0290920734405518,-1.9805641174316406
-0.9308133721351624,-1.9784867763519287
-0.9217958450317383,-1.8645421266555786
-0.7491421103477478,-1.5188969373703003
-0.7211764454841614,-1.4840466976165771
-0.5408957004547119,-1.2100725173950195
-0.4320704936981201,-1.0981707572937012
-0.3526351749897003,-0.8886125683784485
-0.33629482984542847,-0.7232930660247803
-0.29011231660842896,-0.6225489377975464
-0.2796148359775543,-0.60094153881073
-0.2691173553466797,-0.5998611450195312
-0.2691173553466797,-0.5773656964302063
-0.23163706064224243,-0.5773121118545532
-0.2237997204065323,-0.4801698625087738
-0.17886973917484283,-0.3886367380619049
-0.1714020073413849,-0.3678537607192993
-0.16357868909835815,-0.3510205149650574
-0.14104601740837097,-0.31635960936546326
-0.13552117347717285,-0.30851414799690247
-0.1268473118543625,-0.2888042628765106
-0.1230323538184166,-0.28007370233535767
-0.10462529957294464,-0.2800726294517517
-0.10270807892084122,-0.23381461203098297
-0.11437248438596725,-0.25903594493865967
-0.11344008892774582,-0.25828099250793457
-0.11250770092010498,-0.2582412660121918
-0.1074657291173935,-0.25612446665763855
-0.1074657291173935,-0.24521750211715698
-0.1024751141667366,-0.24846018850803375
